,pefr_am,pefr_pm
count,738.0,739.0
min,470.0,490.0
median,500.0,520.0
max,540.0,550.0
mean,503.72628726287263,523.3152909336942
sum,371750.0,386730.0
std,11.248561495674997,11.498647099190366
skew,0.34255899951214674,-0.25418135590933943
