,pefr_am,pefr_pm
count,1067.0,1067.0
min,250.0,290.0
median,366.6666666666667,400.0
max,570.0,590.0
mean,382.0224929709466,407.427366447985
sum,407618.0,434725.0
std,60.62106054159803,56.779187928241
skew,0.5564221267498956,0.5627655467066475
