,pefr_am,pefr_pm
count,244.0,245.0
min,140.0,140.0
median,290.0,305.0
max,430.0,410.0
mean,278.12090163934425,290.5612244897959
sum,67861.5,71187.5
std,63.64086872408878,55.729953251065915
skew,-0.2056792368973758,-0.49298482183788594
