,pefr_am,pefr_pm
count,1063.0,1063.0
min,410.0,420.0
median,470.0,470.0
max,500.0,500.0
mean,467.173095014111,467.3377234242709
sum,496605.0,496780.0
std,9.214500855475007,9.38606775269003
skew,-0.5906174135319006,-0.4140717522696965
