,pefr_am,pefr_pm
count,381.0,381.0
min,260.0,300.0
median,360.0,370.0
max,400.0,420.0
mean,360.73490813648294,364.98687664041995
sum,137440.0,139060.0
std,17.784841691864948,16.34536264375296
skew,-1.355872488054818,-0.8699847175268717
