,pefr_am,pefr_pm
count,1166.0,1166.0
min,230.0,100.0
median,400.0,400.0
max,530.0,530.0
mean,401.34219554030875,404.49399656946827
sum,467965.0,471640.0
std,42.032629110596325,41.55000907752931
skew,-0.3671832357462094,-0.8184437420383925
