,pefr_am,pefr_pm
count,96.0,97.0
min,330.0,330.0
median,340.0,350.0
max,370.0,360.0
mean,345.15625,346.03092783505156
sum,33135.0,33565.0
std,10.376193301346143,7.536344419468791
skew,0.29507148077240053,0.08772482594142368
