,pefr_am,pefr_pm
count,213.0,213.0
min,380.0,380.0
median,450.0,460.0
max,500.0,500.0
mean,455.3521126760563,459.81220657277
sum,96990.0,97940.0
std,18.02102958512639,18.065980782052886
skew,-1.291511808468879,-1.5143970147899797
