,pefr_am,pefr_pm
count,783.0,783.0
min,530.0,550.0
median,600.0,620.0
max,630.0,650.0
mean,598.4291187739464,614.2911877394636
sum,468570.0,480990.0
std,12.2751621871446,15.262808045754172
skew,-1.0222325835450257,-1.0400895618520847
