,pefr_am,pefr_pm
count,11.0,11.0
min,300.0,300.0
median,400.0,400.0
max,450.0,460.0
mean,375.0,386.3636363636364
sum,4125.0,4250.0
std,46.20606020859169,60.37759969934665
skew,-0.1477446434829838,-0.22088752153986446
