,pefr_am,pefr_pm
count,73.0,31.0
min,530.0,530.0
median,540.0,530.0
max,550.0,550.0
mean,538.6301369863014,538.0645161290323
sum,39320.0,16680.0
std,5.2035795874861135,9.546152746424315
skew,0.10486393533380105,0.4136465969792659
