,pefr_am,pefr_pm
count,246.0,142.0
min,280.0,97.0
median,354.66666666666663,355.0
max,491.0,426.0
mean,349.5548780487805,321.07042253521126
sum,85990.5,45592.0
std,37.02225029087109,101.2651372529596
skew,-0.019124413842224592,-1.5014390894088507
