,pefr_am,pefr_pm
count,315.0,58.0
min,260.0,250.0
median,300.0,300.0
max,350.0,310.0
mean,297.9047619047619,298.44827586206895
sum,93840.0,17310.0
std,17.133114880784188,7.446116175430232
skew,0.90807713735402,-5.020560956729579
