,pefr_am,pefr_pm
count,1035.0,1034.0
min,230.0,230.0
median,394.0,400.0
max,520.0,490.0
mean,391.7154589371981,400.29835589941973
sum,405425.5,413908.5
std,31.070243590975373,31.936809659275564
skew,-1.1840025045254816,-1.3287196252256455
