,pefr_am,pefr_pm
count,1420.0,1443.0
min,261.0,320.0
median,353.0,381.0
max,643.0,661.0
mean,356.0795774647887,382.13582813582815
sum,505633.0,551422.0
std,25.68347944065818,18.96565584366813
skew,2.162992250260593,2.3811545081278678
