,pefr_am,pefr_pm
count,340.0,339.0
min,218.0,244.0
median,292.5,310.0
max,352.0,366.0
mean,292.15,310.3952802359882
sum,99331.0,105224.0
std,23.096750818978165,20.925145165777824
skew,-0.14312650139103292,0.06606844871501387
