,pefr_am,pefr_pm
count,1137.0,1137.0
min,340.0,40.0
median,450.0,440.0
max,500.0,500.0
mean,445.64643799472293,442.47581354441513
sum,506700.0,503095.0
std,21.196087858821148,23.093630150036642
skew,-1.2233903012220564,-4.8651168872487816
