,pefr_am,pefr_pm
count,92.0,92.0
min,280.0,300.0
median,310.0,310.0
max,340.0,340.0
mean,310.2173913043478,314.2391304347826
sum,28540.0,28910.0
std,12.31261845992573,12.858801719177782
skew,0.49950592427424967,0.3309244186193174
