,pefr_am,pefr_pm
count,1616.0,1616.0
min,40.0,40.0
median,300.0,300.0
max,700.0,800.0
mean,272.5170173267327,269.2184405940594
sum,440387.5,435057.0
std,104.04833275144762,107.99820773959318
skew,0.47083585879094686,0.7265439416981696
