,pefr_am,pefr_pm
count,1005.0,1005.0
min,50.0,60.0
median,370.0,370.0
max,410.0,420.0
mean,377.6119402985075,376.81592039800995
sum,379500.0,378700.0
std,20.081225913267925,21.79406007894733
skew,-4.178140268936232,-3.304083196898836
