,pefr_am,pefr_pm
count,1898.0,1898.0
min,200.0,300.0
median,550.0,570.0
max,670.0,670.0
mean,548.7808219178082,567.2102212855638
sum,1041586.0,1076565.0
std,49.392710635805884,35.76672149835211
skew,-1.0884289648414585,-1.021925479908682
