,pefr_am,pefr_pm
count,612.0,612.0
min,136.0,330.0
median,385.0,382.9285714285714
max,450.0,450.0
mean,380.12254901960785,381.5106209150327
sum,232635.0,233484.5
std,27.995348576284236,22.862473863984427
skew,-1.0956016165833935,-0.039728608701260056
